"Date","Open","High","Low","Close","Adj.Close","Volume","Stock","Title","Year","Genre","Runtime","Director","Writer","Actors","Rated","IMDB.Rating","Metascore","IMDB.Votes","Awards","Box.Office","Country","Language","Description"
"2014-06-06",1942.41,1949.44,1942.41,1949.44,1949.44,2864300000,"^SPX","The Fault in Our Stars","2014","Drama, Romance","126 min","Josh Boone","Scott Neustadter, Michael H. Weber, John Green","Shailene Woodley, Ansel Elgort, Nat Wolff","PG-13",7.6,69,"413,270","23 wins & 18 nominations total","$124,872,350","United States","English","Hazel and Augustus are two teenagers who share an acerbic wit, a disdain for the conventional, and a love that sweeps them on a journey. Their relationship is all the more miraculous, given that Hazel's other constant companion is an oxygen tank, Gus jokes about his prosthetic leg, and they meet and fall in love at a cancer support group."
"2014-06-13",1930.8,1937.3,1927.69,1936.16,1936.16,2598230000,"^SPX","How to Train Your Dragon 2","2014","Animation, Action, Adventure","102 min","Dean DeBlois","Dean DeBlois, Cressida Cowell","Jay Baruchel, Cate Blanchett, Gerard Butler","PG",7.8,77,"376,694","Nominated for 1 Oscar. 15 wins & 61 nominations total","$177,002,924","United States, India","English","It's been five years since Hiccup and Toothless successfully united dragons and vikings on the island of Berk. While Astrid, Snotlout and the rest of the gang are challenging each other to dragon races (the island's new favorite contact sport), the now inseparable pair journey through the skies, charting unmapped territories and exploring new worlds. When one of their adventures leads to the discovery of a secret ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace. Now, Hiccup and Toothless must unite to stand up for what they believe while recognizing that only together do they have the power to change the future of both men and dragons."
"2014-06-13",1930.8,1937.3,1927.69,1936.16,1936.16,2598230000,"^SPX","22 Jump Street","2014","Action, Comedy, Crime","112 min","Phil Lord, Christopher Miller","Michael Bacall, Oren Uziel, Rodney Rothman","Channing Tatum, Jonah Hill, Ice Cube","R",7,71,"420,092","7 wins & 25 nominations total","$191,719,337","United States","English, Spanish, Ukrainian","After making their way through high school (twice), big changes are in store for officers Schmidt (Jonah Hill) and Jenko (Channing Tatum) when they go deep undercover at a local college. But when Jenko meets a kindred spirit on the football team, and Schmidt infiltrates the bohemian art major scene, they begin to question their partnership. Now they don't have to just crack the case - they have to figure out if they can have a mature relationship. If these two overgrown adolescents can grow from freshmen into real men, college might be the best thing that ever happened to them."
"2014-06-27",1956.56,1961.47,1952.18,1960.96,1960.96,4290590000,"^SPX","Transformers: Age of Extinction","2014","Action, Adventure, Sci-Fi","165 min","Michael Bay","Ehren Kruger","Mark Wahlberg, Nicola Peltz Beckham, Jack Reynor","PG-13",5.6,32,"337,717","5 wins & 23 nominations total","$245,439,076","United States, China, Hong Kong","English, Chinese","After the battle between the Autobots and Decepticons that leveled Chicago, humanity thinks that all alien robots are a threat. So Harold Attinger, a CIA agent, establishes a unit whose sole purpose is to hunt down all of them. But it turns out that they are aided by another alien robot who is searching for Optimus Prime. Cade Yeager, a ""robotics expert"", buys an old truck and upon examining it, he thinks it's a Transformer. When he powers it up, he discovers it's Optimus Prime. Later, men from the unit show up looking for Optimus. He helps Yeager and his daughter Tessa escape but are pursued by the hunter. They escape and Yeager learns from technology he took from the men that a technology magnate and defense contractor named Joshua Joyce is part of what's going on, so they go to find out what's going on."
"2014-07-02",1973.06,1976.67,1972.58,1974.62,1974.62,2851480000,"^SPX","Deliver Us from Evil","2014","Crime, Horror, Mystery","118 min","Scott Derrickson","Scott Derrickson, Paul Harris Boardman, Ralph Sarchie","Eric Bana, Edgar Ramírez, Olivia Munn","R",6.2,40,"87,955","2 wins & 4 nominations total","$30,577,122","United States","English, Spanish, Latin, Italian","In DELIVER US FROM EVIL, New York police officer Ralph Sarchie (Eric Bana), struggling with his own personal issues, begins investigating a series of disturbing and inexplicable crimes. He joins forces with an unconventional priest (Edgar Ramirez), schooled in the rituals of exorcism, to combat the frightening and demonic possessions that are terrorizing their city. Based upon the book, which details Sarchie's bone-chilling real-life cases."
"2014-07-09",1965.1,1974.15,1965.1,1972.83,1972.83,2858800000,"^SPX","Blue Ruin","2013","Crime, Drama, Thriller","90 min","Jeremy Saulnier","Jeremy Saulnier","Macon Blair, Devin Ratray, Amy Hargreaves","R",7.1,78,"81,415","7 wins & 21 nominations","$258,384","United States, France","English","Dwight Evans' lives his life as a beach vagrant. He has no contact with his sister, and his parents were murdered ten years prior. When he gets word that his parents' killer, Wade Cleland, is set to be released from prison, Dwight decides that he has nothing left to lose and sets out on a quest to avenge his parents' deaths. Dwight succeeds in killing Wade, but complications emerge when his botched getaway allows the Cleland family the opportunity to vow revenge."
"2014-08-15",1958.87,1964.04,1941.5,1955.06,1955.06,3023380000,"^SPX","The Giver","2014","Drama, Romance, Sci-Fi","97 min","Phillip Noyce","Michael Mitnick, Robert B. Weide, Lois Lowry","Brenton Thwaites, Jeff Bridges, Meryl Streep","PG-13",6.4,47,"128,044","3 wins & 6 nominations total","$45,090,374","Canada, South Africa, United States","English","A youth named Jonas lives in an equalized, literally colorless, but pleasant society with no knowledge of love or pain and such. When he and his best friends Asher and Fiona come of age, they receive their societal roles, with Jonas given the rare position of Receiver (of Memories). Because of this, he meets a mentoring elder Receiver (later called The Giver). They look at memories of the past world, of joy, of pain, and of love. As Jonas receives these memories, he breaks the cardinal rule against sharing them with others, thereby getting in trouble with the watchful Chief Elder. When Jonas discovers that an infant boy named Gabriel will be terminated, his efforts to save the child puts him squarely against his society. Deciding that all must re-learn to see color, to feel pain, and to show and receive love, Jonas becomes public enemy number one."
"2014-08-15",1958.87,1964.04,1941.5,1955.06,1955.06,3023380000,"^SPX","Boyhood","2014","Drama","165 min","Richard Linklater","Richard Linklater","Ellar Coltrane, Patricia Arquette, Ethan Hawke","R",7.9,100,"373,700","Won 1 Oscar. 177 wins & 218 nominations total","$25,352,281","United States","English, Spanish, Ukrainian, Arabic","Filmed over 12 years with the same cast, Richard Linklater's BOYHOOD is a groundbreaking story of growing up as seen through the eyes of a child named Mason (a breakthrough performance by Ellar Coltrane), who literally grows up on screen before our eyes. Starring Ethan Hawke and Patricia Arquette as Mason's parents and newcomer Lorelei Linklater as his sister Samantha, BOYHOOD charts the rocky terrain of childhood like no other film has before. Snapshots of adolescence from road trips and family dinners to birthdays and graduations and all the moments in between become transcendent, set to a soundtrack spanning the years from Coldplay's Yellow to Arcade Fire's Deep Blue. BOYHOOD is both a nostalgic time capsule of the recent past and an ode to growing up and parenting."
"2014-08-15",1958.87,1964.04,1941.5,1955.06,1955.06,3023380000,"^SPX","The Expendables 3","2014","Action, Adventure, Comedy","126 min","Patrick Hughes","Sylvester Stallone, Creighton Rothenberger, Katrin Benedikt","Sylvester Stallone, Jason Statham, Jet Li","PG-13",6.1,35,"200,367","2 wins & 5 nominations total","$39,322,544","United States, France, Germany, Bulgaria","English, Romanian, Spanish","Barney (Stallone), Christmas (Statham) and the rest of the team comes face-to-face with Conrad Stonebanks (Gibson), who years ago co-founded The Expendables with Barney. Stonebanks subsequently became a ruthless arms trader and someone who Barney was forced to kill - or so he thought. Stonebanks, who eluded death once before, now is making it his mission to end The Expendables -- but Barney has other plans. Barney decides that he has to fight old blood with new blood, and brings in a new era of Expendables team members, recruiting individuals who are younger, faster and more tech-savvy. The latest mission becomes a clash of classic old-school style versus high-tech expertise in the Expendables' most personal battle yet."
"2014-08-22",1992.6,1993.54,1984.76,1988.4,1988.4,2301860000,"^SPX","Sin City: A Dame to Kill For","2014","Action, Crime, Thriller","102 min","Frank Miller, Robert Rodriguez","Frank Miller","Mickey Rourke, Jessica Alba, Josh Brolin","R",6.5,46,"173,628","4 wins & 6 nominations total","$13,757,804","United States, United Kingdom","English","Marv is unconscious on a highway surrounded by corpses. When he awakes, he has amnesia and tries to recall his last steps from the Kadie's saloon on the Saturday night. He recalls that he found four playboys burning a homeless man alive and defended the poor man. Marv hunts them down and kills the group. The cocky gambler Johnny hits jackpot in slot machines in the Kadie's saloon and invites the waitress Marcie to go with him to play poker game against the powerful Senator Roark. He wins the game and suffers the consequence of his arrogance. The private detective Dwight McCarthy is contacted by his former lover Ava Lord that asks to meet him at the Kadie's saloon. Ava asks him for forgiveness for leaving him to marry the wealthy Damian Lord. However her strong chauffeur Manute takes her home. Dwight snoops around Ava's house but is found and beaten by Manute and the bodyguards. When he returns home, Ava is waiting for him naked in the bed and seduces him again. Then she tells that Damian and Manute torture her and soon she will be killed. Once again Manute takes Ava with him and hits Dwight that invites Marv to help him to rescue Ava. Damian denies the accusation but Dwight beats him to death while Marv tear Manute's eye out. But soon Dwight finds that he was lured by Ava that shoots him. Marv rescues Dwight and takes him to the Old Town where Dwight finds his former lover Gail that helps him to recover while Dwight plots revenge against Ava."
