"Date","Open","High","Low","Close","Adj.Close","Volume","Stock","Title","Year","Genre","Runtime","Director","Writer","Actors","Rated","IMDB.Rating","Metascore","IMDB.Votes","Awards","Box.Office","Country","Language","Description"
"2010-12-17",1243.63,1245.81,1239.87,1243.91,1243.91,4632470000,"^SPX","The Fighter","2010","Action, Biography, Drama","116 min","David O. Russell","Keith Dorrington, Paul Tamasy, Eric Johnson","Mark Wahlberg, Christian Bale, Amy Adams","R",7.8,79,"397,651","Won 2 Oscars. 74 wins & 123 nominations total","$93,617,009","United States","English","The Fighter is a drama about boxer ""Irish"" Micky Ward's unlikely road to the world light welterweight title. His Rocky-like rise was shepherded by half-brother Dicky, a boxer-turned-trainer on the verge of being KO'd by drugs and crime."
"2010-12-22",1254.94,1259.39,1254.94,1258.84,1258.84,1285590000,"^SPX","True Grit","2010","Drama, Western","110 min","Ethan Coen, Joel Coen","Joel Coen, Ethan Coen, Charles Portis","Jeff Bridges, Matt Damon, Hailee Steinfeld","PG-13",7.6,80,"362,486","Nominated for 10 Oscars. 38 wins & 169 nominations total","$171,243,005","United States","English","Following the murder of her father by hired hand Tom Chaney, 14-year-old farm girl Mattie Ross sets out to capture the killer. To aid her, she hires the toughest U.S. marshal she can find, a man with ""true grit,"" Reuben J. ""Rooster"" Cogburn. Mattie insists on accompanying Cogburn, whose drinking, sloth, and generally reprobate character do not augment her faith in him. Against his wishes, she joins him in his trek into the Indian Nations in search of Chaney. They are joined by Texas Ranger LaBoeuf, who wants Chaney for his own purposes. The unlikely trio find danger and surprises on the journey, and each has his or her ""grit"" tested."
"2011-01-21",1283.63,1291.21,1282.07,1283.35,1283.35,4935320000,"^SPX","The Way Back","2010","Adventure, Drama, History","133 min","Peter Weir","Peter Weir, Keith R. Clarke, Slavomir Rawicz","Jim Sturgess, Ed Harris, Colin Farrell","PG-13",7.3,66,"124,394","Nominated for 1 Oscar. 4 wins & 5 nominations total","$2,701,859","United States, Poland, United Arab Emirates, India","English, Russian, Polish, Tibetan, Mongolian","In 1939, three men attempt to flee communist Russia, escaping a Siberian gulag. This movie tells their story and that of four others who escaped with them and a teenage girl, Irena Zielinska, who joins them in flight. The group's natural leader is Janusz Weiszczek, a Pole condemned by accusations secured by torturing his wife, spent much of his youth outdoors, and knows how to live in the wild. They escape under cover of a snowstorm: cynical American Mr. Smith, Russian thug Valka, comedic accountant Zoran, pastry chef Tomasz Horodinsky, who draws, Priest Andrejs Voss, and Polish Kazik, who suffers from night blindness. They face freezing nights, lack of food and water, mosquitoes, an endless desert, the Himalayas, as well as many moral and ethical dilemmas throughout the journey towards freedom."
"2011-01-21",1283.63,1291.21,1282.07,1283.35,1283.35,4935320000,"^SPX","No Strings Attached","2011","Comedy, Romance","108 min","Ivan Reitman","Elizabeth Meriwether, Michael Samonek","Natalie Portman, Ashton Kutcher, Kevin Kline","R",6.2,50,"249,241","2 wins & 7 nominations total","$70,662,220","United States, United Kingdom","English, Ukrainian","Occasionally in the 15 years since summer camp, Adam and Emma cross paths. When he discovers that an ex-girlfriend is living with his dad, he gets drunk, calls every woman in his cell phone contact list, and ends up passed out naked in her living room. By this time, she's a medical resident in L.A. and he's a gopher on a ""Glee""-like TV series, hoping to be a writer. She guards her emotions (calling her father's funeral ""a thing""), so after a quick shag in the moments she has before leaving for the hospital, she asks if he wants a no-strings-attached, sex-only relationship, without romance or complications. A prescription for fun or for disaster?"
"2011-01-28",1299.63,1302.67,1275.1,1276.34,1276.34,5618630000,"^SPX","127 Hours","2010","Biography, Drama","94 min","Danny Boyle","Danny Boyle, Simon Beaufoy, Aron Ralston","James Franco, Amber Tamblyn, Kate Mara","R",7.5,82,"412,557","Nominated for 6 Oscars. 23 wins & 150 nominations total","$18,335,230","United Kingdom, United States, France","English, Italian","127 Hours is the true story of mountain climber Aron Ralston's remarkable adventure to save himself after a fallen boulder crashes on his arm and traps him in an isolated canyon in Utah. Over the next five days Ralston examines his life and survives the elements to finally discover he has the courage and the wherewithal to extricate himself by any means necessary, scale a 65 foot wall and hike over eight miles before he can be rescued. Throughout his journey, Ralston recalls friends, lovers, family, and the two hikers he met before his accident. Will they be the last two people he ever had the chance to meet?"
"2011-01-28",1299.63,1302.67,1275.1,1276.34,1276.34,5618630000,"^SPX","The Mechanic","2011","Action, Thriller","93 min","Simon West","Richard Wenk, Lewis John Carlino","Jason Statham, Ben Foster, Donald Sutherland","R",6.5,49,"176,490","1 nomination total","$29,121,498","United States, Germany","English","Arthur Bishop (Jason Statham) is a 'mechanic' - an elite assassin with a strict code and unique talent for cleanly eliminating targets. It's a job that requires professional perfection and total detachment, and Bishop is the best in the business. But when his mentor and close friend Harry (Donald Sutherland) is murdered, Bishop is anything but detached. His next assignment is self-imposed - he wants those responsible dead. His mission grows complicated when Harry's son Steve (Ben Foster) approaches him with the same vengeful goal and a determination to learn Bishop's trade. Bishop has always acted alone but he can't turn his back on Harry's son. A methodical hit man takes an impulsive student deep into his world and a deadly partnership is born. But while in pursuit of their ultimate mark, deceptions threaten to surface and those hired to fix problems become problems themselves."
"2011-03-04",1330.73,1331.08,1312.59,1321.15,1321.15,4223740000,"^SPX","Rango","2011","Animation, Action, Adventure","107 min","Gore Verbinski","John Logan, Gore Verbinski, James Ward Byrkit","Johnny Depp, Isla Fisher, Timothy Olyphant","PG",7.3,75,"301,020","Won 1 Oscar. 46 wins & 25 nominations total","$123,477,607","United States, United Kingdom","English","Rango is a pet chameleon always on the lookout for action and adventure, except the fake kind, where he directs it and acts in it. After a car accident, he winds up in an old western town called Dirt. What this town needs the most is water, but they also need a hero and a sheriff. The thirsty Rango instantly takes on the role of both and selfishly agrees to take on the case of their missing water."
"2011-03-04",1330.73,1331.08,1312.59,1321.15,1321.15,4223740000,"^SPX","The Adjustment Bureau","2011","Crime, Drama, Mystery","106 min","George Nolfi","George Nolfi, Philip K. Dick","Matt Damon, Emily Blunt, Lisa Thoreson","PG-13",7,60,"276,286","1 win & 9 nominations total","$62,495,645","United States","English","Do we control our destiny, or do unseen forces manipulate us? A man glimpses the future Fate has planned for him and realizes he wants something else. To get it, he must pursue across, under and through the streets of modern-day New York the only woman he's ever loved. On the brink of winning a seat in the U.S. Senate, ambitious politician David Norris (Matt Damon) meets beautiful contemporary ballet dancer Elise Sellas (Emily Blunt), a woman like none he's ever known. But just as he realizes he's falling for her, mysterious men conspire to keep the two apart. David learns he is up against the agents of Fate itself, the men of The Adjustment Bureau, who will do everything in their considerable power to prevent David and Elise from being together. In the face of overwhelming odds, he must either let her go and accept a predetermined path... or risk everything to defy Fate and be with her."
"2011-03-18",1276.71,1288.88,1276.18,1279.21,1279.21,4685500000,"^SPX","Paul","2011","Adventure, Comedy, Sci-Fi","104 min","Greg Mottola","Simon Pegg, Nick Frost","Simon Pegg, Nick Frost, Seth Rogen","R",6.9,57,"271,669","2 wins & 9 nominations total","$37,412,945","United States, United Kingdom","English, Klingon","Two sci-fi geeks take a pilgrimage to America's UFO heartland. While there, they accidentally meet an alien who brings them on an insane road trip that alters their universe forever. For the past 60 years, an alien named Paul (voiced by Seth Rogen) has been hanging out at a top-secret military base. When he discovers he's been taken prisoner, the space-traveling smart ass decides to escape the compound and hop on the first vehicle out of town - a rented RV containing Earthlings Graeme Willy (Simon Pegg) and Clive Gollings (Nick Frost). Chased by federal agents and the fanatical father of a young woman that they accidentally kidnap, Graeme and Clive hatch a fumbling escape plan to return Paul to his mother ship. And as two nerds struggle to help, one little green man might just take his fellow outcasts from misfits to intergalactic heroes."
"2011-03-18",1276.71,1288.88,1276.18,1279.21,1279.21,4685500000,"^SPX","Limitless","2011","Sci-Fi, Thriller","105 min","Neil Burger","Leslie Dixon, Alan Glynn","Bradley Cooper, Anna Friel, Abbie Cornish","PG-13",7.4,59,"624,133","2 wins & 8 nominations total","$79,249,455","United States","English, Russian, Italian, Mandarin, French","An action-thriller about a writer who takes an experimental drug that allows him to use 100% of his mind. As one man evolves into the perfect version of himself, forces more corrupt than he can imagine mark him for assassination. Out-of-work writer Eddie Morra's (Cooper) rejection by girlfriend Lindy (Abbie Cornish) confirms his belief that he has zero future. That all vanishes the day an old friend introduces Eddie to NZT, a designer pharmaceutical that makes him laser-focused and more confident than any man alive. Now on an NZT-fueled odyssey, everything Eddie's read, heard or seen is instantly organized and available to him. As the former nobody rises to the top of the financial world, he draws the attention of business mogul Carl Van Loon (De Niro), who sees this enhanced version of Eddie as the tool to make billions, but brutal side effects jeopardize his meteoric ascent. With a dwindling stash and hit men who will eliminate him to get the NZT, Eddie must stay wired long enough to elude capture and fulfill his destiny. If he can't, he will become just another victim who thought he'd found invincibility in a bottle."
"2011-03-25",1311.8,1319.18,1310.15,1313.8,1313.8,4223740000,"^SPX","Sucker Punch","2011","Action, Adventure, Fantasy","110 min","Zack Snyder","Zack Snyder, Steve Shibuya","Emily Browning, Vanessa Hudgens, Abbie Cornish","PG-13",6.1,33,"255,942","1 win & 11 nominations total","$36,392,502","United States, Canada","English, German","A young girl, Babydoll, is locked away in a mental asylum by her abusive stepfather, where she will undergo a lobotomy in five days' time. Faced with unimaginable odds, she retreats to a fantastical world in her imagination where she and four other female asylum inmates plot to escape the facility. The line between reality and fantasy blurs as Babydoll and the others, plus a mysterious guide, fight to retrieve the five items that will let them break free from their captors in time."
"2011-04-01",1329.48,1337.85,1328.89,1332.41,1332.41,4223740000,"^SPX","Insidious","2010","Horror, Mystery, Thriller","103 min","James Wan","Leigh Whannell","Patrick Wilson, Rose Byrne, Ty Simpkins","PG-13",6.8,52,"349,711","8 wins & 16 nominations total","$54,009,150","United States, Canada","English","A gripping story of a family in search of help for their son, Dalton, who fell into a coma after a mysterious incident in the attic. Little do they know that there is much more to this endless sleep than meets the eye as they explore the paranormal, and rediscover the past; the key to getting their son back once and for all."
"2011-04-01",1329.48,1337.85,1328.89,1332.41,1332.41,4223740000,"^SPX","Source Code","2011","Action, Drama, Mystery","93 min","Duncan Jones","Ben Ripley","Jake Gyllenhaal, Michelle Monaghan, Vera Farmiga","PG-13",7.5,74,"564,536","1 win & 8 nominations total","$54,712,227","United States, Canada, France, Germany","English","Army Captain Colter Stevens finds himself working on a special program where his consciousness can be inserted into another human being. The only catch is can only be there for 8 minutes at any given time. That morning, a bomb exploded on a commuter train just outside Chicago. He occupies the body of teacher going to work on that train and is confused as to what he is doing or why he is there as his last memory is of flying his helicopter on a combat mission in Afghanistan. Those in charge of the program explain to him that there is a bomb on the train, and that he must locate it. More importantly, he must identify the bomber as another bombing is expected later that day. He is also told however that he cannot change the past and can only gather information. As he develops a liking for his traveling companion Christina, he sets out to test that theory."
"2011-04-08",1336.16,1339.46,1322.94,1328.17,1328.17,3582810000,"^SPX","Soul Surfer","2011","Biography, Drama, Family","112 min","Sean McNamara","Sean McNamara, Deborah Schwartz, Douglas Schwartz","AnnaSophia Robb, Dennis Quaid, Helen Hunt","PG",7,53,"54,042","2 wins & 12 nominations total","$43,853,424","United States","English","13 year-old Bethany Hamilton is a champion surfer who was born to be in the water. But after a fun night out night surfing and what should be a fun day in the water, she is attacked by a shark and loses her arm. Rushed to the hospital, she remains calm, and maintains her faith in God. Now she has to re-learn how to do everything with only one arm - including how to surf. It will take her friends, family, and her Christian faith to get her back into the water, but if that is where she is meant to be, she will find a way to get there."
"2011-04-08",1336.16,1339.46,1322.94,1328.17,1328.17,3582810000,"^SPX","Hanna","2011","Action, Adventure, Drama","111 min","Joe Wright","Seth Lochhead, David Farr","Saoirse Ronan, Cate Blanchett, Eric Bana","PG-13",6.7,65,"209,440","8 wins & 26 nominations total","$40,259,119","United States, United Kingdom, Germany","English, French, German, Italian, Arabic, Spanish","Hanna (Saoirse Ronan) is a teenage girl. Uniquely, she has the strength, the stamina, and the skills of a soldier. These come from being raised by her father, Erik Heller (Eric Bana), an ex-C.I.A. man, in the wilds of Finland. Living a life unlike any other teenager, her upbringing and training have been one and the same, all geared to making her the perfect assassin. The turning point in her adolescence is a sharp one; sent into the world by her father on a mission, Hanna journeys stealthily across Europe while eluding agents dispatched after her by ruthless intelligence operative, Marissa Wiegler (Cate Blanchett), who has secrets of her own. As she nears her ultimate target, Hanna faces startling revelations about her existence and unexpected questions about her humanity."
"2011-04-15",1314.54,1322.88,1313.68,1319.68,1319.68,4223740000,"^SPX","Rio","2011","Animation, Adventure, Comedy","96 min","Carlos Saldanha","Carlos Saldanha, Earl Richey Jones, Todd R. Jones","Jesse Eisenberg, Anne Hathaway, George Lopez","G",6.9,63,"257,961","Nominated for 1 Oscar. 3 wins & 31 nominations total","$143,619,809","United States, United Kingdom","English, Portuguese, Arabic, Spanish, Brazilian Sign ","In Rio de Janeiro, baby macaw, Blu, is captured by dealers and smuggled to the USA. While driving through Moose Lake, Minnesota, the truck that is transporting Blu accidentally drops Blu's box on the road. A girl, Linda, finds the bird and raises him with love. Fifteen years later, Blu is a domesticated and intelligent bird that does not fly and lives a comfortable life with bookshop owner Linda. Out of the blue, clumsy Brazilian ornithologist, Tulio, visits Linda and explains that Blu is the last male of his species, and he has a female called Jewel in Rio de Janeiro. He invites Linda to bring Blu to Rio so that he and Jewel can save their species. Linda travels with Blu and Tulio to Rio de Janeiro and they leave Blu and Jewel in a large cage in the institute where Tulio works. While they are having dinner, smugglers break into the institute and steal Blu and Jewel to sell them. Linda and Tulio look everywhere for Blu, who is chained to Jewel and hidden in a slum. Meanwhile, Jewel and Blu escape from their captors and befriend a group of birds that help them to get rid of the chains. It is Carnival and the smugglers and mean cockatoo, Nigel, do not intend to give up Blu and Jewel, and chase the birds through the crowded streets."
"2011-04-29",1360.14,1364.56,1358.69,1363.61,1363.61,3479070000,"^SPX","Fast Five","2011","Action, Crime, Thriller","130 min","Justin Lin","Chris Morgan, Gary Scott Thompson","Vin Diesel, Paul Walker, Dwayne Johnson","PG-13",7.3,66,"418,701","9 wins & 21 nominations total","$209,837,675","United States, Japan, Brazil","English, Portuguese, Spanish, Italian, French","Former cop Brian O'Conner partners with ex-con Dom Toretto on the opposite side of the law. Since Brian and Mia Toretto broke Dom out of custody, they've blown across many borders to elude authorities. Now backed into a corner in Rio de Janeiro, they must pull one last job in order to gain their freedom. As they assemble their elite team of top racers, the unlikely allies know their only shot of getting out for good means confronting the corrupt businessman who wants them dead. But he's not the only one on their tail. Hard-nosed federal agent Luke Hobbs never misses his target. When he is assigned to track down Dom and Brian, he and his strike team launch an all-out assault to capture them. But as his men tear through Brazil, Hobbs learns he can't separate the good guys from the bad. Now, he must rely on his instincts to corner his prey... before someone else runs them down first."
"2011-05-13",1348.69,1350.47,1333.36,1337.77,1337.77,3426660000,"^SPX","Priest","2011","Action, Fantasy, Horror","87 min","Scott Stewart","Cory Goodman, Min-Woo Hyung","Paul Bettany, Cam Gigandet, Maggie Q","PG-13",5.7,41,"126,315","3 nominations total","$29,137,000","United States","English","PRIEST, a post-apocalyptic action thriller, is set in an alternative world -- one ravaged by centuries of war between man and vampires. The story revolves around a legendary Warrior Priest from the last Vampire War who now lives in obscurity among the other downtrodden human inhabitants in walled-in dystopian cities ruled by the Church. When his niece is abducted by a murderous pack of vampires, Priest breaks his sacred vows to venture out on a quest to find her before they turn her into one of them. He is joined on his crusade by his niece's boyfriend, a trigger-fingered young wasteland sheriff, and a former Warrior Priestess who possesses otherworldly fighting skills."
"2011-05-17",1326.1,1330.42,1318.51,1328.98,1328.98,4053970000,"^SPX","The Tree of Life","2011","Drama, Fantasy","139 min","Terrence Malick","Terrence Malick","Brad Pitt, Sean Penn, Jessica Chastain","PG-13",6.8,85,"187,454","Nominated for 3 Oscars. 117 wins & 130 nominations total","$13,303,319","United States","English","The impressionistic story of a Texas family in the 1950s. The film follows the life journey of the eldest son, Jack, through the innocence of childhood to his disillusioned adult years as he tries to reconcile a complicated relationship with his father (Brad Pitt). Jack (played as an adult by Sean Penn) finds himself a lost soul in the modern world, seeking answers to the origins and meaning of life while questioning the existence of faith."
"2011-05-20",1342,1342,1330.67,1333.27,1333.27,4066020000,"^SPX","Pirates of the Caribbean: On Stranger Tides","2011","Action, Adventure, Fantasy","136 min","Rob Marshall","Ted Elliott, Terry Rossio, Stuart Beattie","Johnny Depp, Penélope Cruz, Ian McShane","PG-13",6.6,45,"576,863","3 wins & 31 nominations total","$241,071,802","United States, United Kingdom","English, Spanish","Captain Jack Sparrow (Johnny Depp) crosses paths with a woman from his past, Angelica (Penélope Cruz), and he's not sure if it's love, or if she's a ruthless con artist who's using him to find the fabled Fountain of Youth. When she forces him aboard the Queen Anne's Revenge, the ship of the formidable pirate Blackbeard (Ian McShane), Jack finds himself on an unexpected adventure in which he doesn't know who to fear more: Blackbeard or the woman from his past."
"2011-05-26",1320.64,1328.51,1314.41,1325.69,1325.69,3259470000,"^SPX","Kung Fu Panda 2","2011","Animation, Action, Adventure","90 min","Jennifer Yuh Nelson","Jonathan Aibel, Glenn Berger, Ethan Reiff","Jack Black, Angelina Jolie, Jackie Chan","PG",7.3,67,"333,266","Nominated for 1 Oscar. 5 wins & 47 nominations total","$165,249,063","United States, Canada","English","After a year of being the dragon warrior, obesitized but fearless Po (Black) is a hero in China along with Crane (Cross), Mantis (Rogen), Monkey (Chan), Viper (Liu), Tigress (Jolie), and Shifu (Hoffman). But trouble pops out when villian Shen (Oldman) begins chaos. Everybody is ready to fight, but Po is unprepared when he learns Shen was his enemy in his infancy."
"2011-05-26",1320.64,1328.51,1314.41,1325.69,1325.69,3259470000,"^SPX","The Hangover Part II","2011","Comedy","102 min","Todd Phillips","Craig Mazin, Scot Armstrong, Todd Phillips","Bradley Cooper, Zach Galifianakis, Ed Helms","R",6.5,44,"550,981","5 wins & 18 nominations total","$254,464,305","United States","English, Thai","Stu is getting married. Along with Doug, Phil, and his soon-to-be brother-in-law Teddy, he regretfully invites Alan to Thailand for the wedding. After a quiet night on the beach with a beer and toasting marshmallows by the camp fire, Stu, Alan and Phil wake up in a seedy apartment in Bangkok. Doug is back at the resort, but Teddy is missing, there's a monkey with a severed finger, Alan's head is shaved, Stu has a tattoo on his face, and they can't remember any of it. The wolf-pack retrace their steps through strip clubs, tattoo parlors and cocaine-dealing monkeys on the streets of Bangkok as they try and find Teddy before the wedding."
"2011-06-10",1288.6,1288.6,1268.28,1270.98,1270.98,3846250000,"^SPX","Midnight in Paris","2011","Comedy, Fantasy, Romance","94 min","Woody Allen","Woody Allen","Owen Wilson, Rachel McAdams, Kathy Bates","PG-13",7.6,81,"460,160","Won 1 Oscar. 26 wins & 103 nominations total","$56,817,045","Spain, United States, France","English, French, Spanish, German","Gil and Inez travel to Paris as a tag-along vacation on her parents' business trip. Gil is a successful Hollywood writer but is struggling on his first novel. He falls in love with the city and thinks he and Inez should move there after they get married, but Inez does not share his romantic notions of the city or the idea that the 1920s were the golden age. When Inez goes off dancing with her friends, Gil takes a walk at midnight and discovers what could be the ultimate source of inspiration for writing. Gil's daily walks at midnight in Paris could take him closer to the heart of the city but further from the woman he's about to marry."
"2011-06-10",1288.6,1288.6,1268.28,1270.98,1270.98,3846250000,"^SPX","Super 8","2011","Action, Sci-Fi, Thriller","112 min","J.J. Abrams","J.J. Abrams","Elle Fanning, AJ Michalka, Kyle Chandler","PG-13",7,72,"372,978","11 wins & 70 nominations total","$127,004,179","United States","English","SPOILER: In the summer of 1979, a group of friends in a small Ohio town witness a catastrophic train crash while making a super 8 movie and soon suspect that it was not an accident. Shortly after, unusual disappearances and inexplicable events begin to take place in town, and the local Deputy tries to uncover the truth - something more terrifying than any of them could have imagined."
"2011-06-17",1268.58,1279.82,1267.4,1271.5,1271.5,4916460000,"^SPX","Green Lantern","2011","Action, Adventure, Sci-Fi","114 min","Martin Campbell","Greg Berlanti, Michael Green, Marc Guggenheim","Ryan Reynolds, Blake Lively, Peter Sarsgaard","PG-13",5.5,39,"300,797","3 wins & 6 nominations total","$116,601,172","United States","English","In a mysterious universe, the Green Lantern Corps, an elite defense force of peace and justice have existed for centuries. Reckless test pilot Hal Jordan acquires superhuman powers when he is chosen by the Ring, the willpower-fed source of power. Reluctantly at first, he takes on the challenge after the death of Abin Sur, the finest Green Lantern. Putting his self-doubts aside, and spurred on by his sense of duty and love for his beautiful, intellectually equal, colleague, Carol Ferris, he is soon called to defend mankind from Parallax, a powerful, evil being who feeds on fear. Hal Jordan is the universe's last chance, as many Green Lanterns have been killed and the Corps is weakened, and he might just be the right Green Lantern for the duty of keeping the world safe from harm."
"2011-06-24",1283.04,1283.93,1267.24,1268.45,1268.45,3665340000,"^SPX","Bad Teacher","2011","Comedy, Romance","92 min","Jake Kasdan","Gene Stupnitsky, Lee Eisenberg","Cameron Diaz, Jason Segel, Justin Timberlake","R",5.7,47,"216,524","6 wins & 4 nominations total","$100,292,856","United States","English","When her wealthy fiancé breaks it off, gold digger Elizabeth Halsey returns to middle school: she's an awful teacher but wants to save for breast-implant surgery. She brightens when Scott, a new teacher, turns out to be rich, and she stops showing films and sleeping in class when told there's a bonus for the teacher whose class scores highest on the state exam. Her competition for Scott and the bonus is cheery and tightly wound Amy. Amy digs for dirt on Elizabeth who cheats her way toward Scott's bed and the money. Honesty with students seems to be her only skill. She ignores Russell, a droll gym teacher, who looks on. Will she succeed with Scott and get those new breasts?"
"2011-06-24",1283.04,1283.93,1267.24,1268.45,1268.45,3665340000,"^SPX","Cars 2","2011","Animation, Adventure, Comedy","106 min","John Lasseter, Bradford Lewis","John Lasseter, Bradford Lewis, Dan Fogelman","Owen Wilson, Larry the Cable Guy, Michael Caine","G",6.2,57,"233,400","1 win & 19 nominations total","$191,452,396","United States, Japan","English, Japanese, Italian, French","The famous race car Lightning McQueen and his team are invited to compete in the World Grand Prix race. There, McQueen's best friend Mater finds himself involved in international espionage, and alongside two professional British spies attempts to uncover a secret plan led by a mysterious mastermind and his criminal gang, which threatens the lives of all competitors in the tournament."
"2011-06-29",1296.85,1309.21,1296.85,1307.41,1307.41,4347540000,"^SPX","Transformers: Dark of the Moon","2011","Action, Adventure, Sci-Fi","154 min","Michael Bay","Ehren Kruger","Shia LaBeouf, Rosie Huntington-Whiteley, Tyrese Gibson","PG-13",6.2,42,"442,588","Nominated for 3 Oscars. 11 wins & 42 nominations total","$352,390,543","United States, Hong Kong, Cambodia, United Kingdom","English, Russian","Autobots Bumblebee, Ratchet, Ironhide, Mirage (aka Dino), Wheeljack (aka Que) and Sideswipe led by Optimus Prime, are back in action taking on the evil Decepticons, who are eager to avenge their recent defeat. The Autobots and Decepticons become involved in a perilous space race between the United States and Russia to reach a hidden Cybertronian spacecraft on the moon and learn its secrets, and once again Sam Witwicky has to go to the aid of his robot friends. The new villain Shockwave is on the scene while the Autobots and Decepticons continue to battle it out on Earth."
"2011-07-08",1352.39,1352.39,1333.71,1343.8,1343.8,3594360000,"^SPX","Horrible Bosses","2011","Comedy, Crime","98 min","Seth Gordon","Michael Markowitz, John Francis Daley, Jonathan Goldstein","Jason Bateman, Charlie Day, Jason Sudeikis","R",6.9,57,"476,015","3 wins & 14 nominations total","$117,538,559","United States","English","Nick hates his boss, mostly because he's expected to work from before sunrise to after sunset and his boss, Mr. Harken, calls him out for being a minute late and blackmails him so he can't quit. Dale hates his boss, Dr. Julia Harris, because she makes unwelcome sexual advances when he's about to get married. But Dale is on that pesky list of child-offenders so he can't quit. Kurt actually likes his job and his boss--well, up until his boss dies and the boss's coked-out, psychopathic son takes over. But who would be crazy enough to quit their jobs in such poor economic times? Instead, Nick, Dale, and Kurt drunkenly and hypothetically discuss how to kill their bosses, and before they know it, they've hired a murder consultant to help them pull off the three deeds."
"2011-07-08",1352.39,1352.39,1333.71,1343.8,1343.8,3594360000,"^SPX","Zookeeper","2011","Comedy, Family, Fantasy","102 min","Frank Coraci","Nick Bakay, Rock Reuben, Kevin James","Kevin James, Rosario Dawson, Leslie Bibb","PG",5.2,30,"66,391","1 win & 2 nominations","$80,360,843","United States","English","A group of zoo animals decide to break their code of silence in order to help their lovable zookeeper find love, without opting to leave his current job for something more illustrious."
"2011-07-22",1343.8,1346.1,1336.95,1345.02,1345.02,3522830000,"^SPX","Friends with Benefits","2011","Comedy, Romance","109 min","Will Gluck","Keith Merryman, David A. Newman, Will Gluck","Mila Kunis, Justin Timberlake, Patricia Clarkson","R",6.5,63,"402,459","1 win & 5 nominations","$55,802,754","United States","English","Jamie Rellis (Mila Kunis) is a New York City head-hunter trying to sign Los Angeles-based art director Dylan Harper (Justin Timberlake) for her client. When he takes the job and makes the move, they quickly become friends. Their friendship turns into a friendship with benefits, but with Jamie's emotionally damaged past and Dylan's history of being emotionally unavailable, they have to try to not fall for each other the way Hollywood romantic comedies dictate."
"2011-08-05",1200.28,1218.11,1168.09,1199.38,1199.38,5454590000,"^SPX","The Change-Up","2011","Comedy, Fantasy","112 min","David Dobkin","Jon Lucas, Scott Moore","Jason Bateman, Ryan Reynolds, Olivia Wilde","R",6.3,39,"199,559","1 nomination total","$37,081,475","United States","English, Ukrainian","Growing up together, Mitch (Ryan Reynolds) and Dave (Jason Bateman) were inseparable best friends, but as the years have passed they've slowly drifted apart. While Dave is an overworked lawyer, husband and father of three, Mitch has remained a single, quasi-employed man-child who has never met a responsibility he liked. To Mitch, Dave has it all: beautiful wife Jamie (Leslie Mann), kids who adore him and a high-paying job at a prestigious law firm. To Dave, living Mitch's stress-free life without obligation or consequence would be a dream come true. Following a drunken night out together, Mitch and Dave's worlds are turned upside down when they wake up in each other's bodies and proceed to freak out. Despite the freedom from their normal routines and habits, the guys soon discover that each other's lives are nowhere near as rosy as they once seemed. Further complicating matters are Dave's sexy legal associate, Sabrina (Olivia Wilde) and Mitch's estranged father (Alan Arkin). With time not on their side, Mitch and Dave comically struggle to avoid completely destroying each other's lives before they can find a way to get their old ones back."
"2011-08-05",1200.28,1218.11,1168.09,1199.38,1199.38,5454590000,"^SPX","Rise of the Planet of the Apes","2011","Action, Drama, Sci-Fi","105 min","Rupert Wyatt","Rick Jaffa, Amanda Silver, Pierre Boulle","James Franco, Andy Serkis, Freida Pinto","PG-13",7.6,68,"588,956","Nominated for 1 Oscar. 21 wins & 43 nominations total","$176,760,185","United States, United Kingdom, Canada","English, Sign ","At the story's heart is Caesar (Andy Serkis), a chimpanzee who gains human-like intelligence and emotions from an experimental drug. Raised like a child by the drug's creator, Will Rodman (James Franco) and a primatologist Caroline Aranha (Freida Pinto), Caesar ultimately finds himself taken from the humans he loves and imprisoned in an ape sanctuary in San Bruno. Seeking justice for his fellow inmates, Caesar gives the fellow apes the same drug that he inherited. He then assembles a simian army and escapes the sanctuary - putting man and ape on a collision course that could change the planet forever."
"2011-08-12",1172.87,1189.04,1170.74,1178.81,1178.81,5640380000,"^SPX","Final Destination 5","2011","Horror, Thriller","92 min","Steven Quale","Eric Heisserer, Jeffrey Reddick","Nicholas D'Agosto, Emma Bell, Arlen Escarpeta","R",5.9,50,"130,596","2 wins & 6 nominations total","$42,587,643","United States, Canada","English, Cantonese","While on a business retreat, Sam has a premonition that he, his co-workers, boss, and several other people will die in a horrific bridge collapse. When his premonition ends, he tries to make everyone get off the bus. Only some of his co-workers, along with his boss, leave. Shortly after, the bridge collapses. Everyone thinks that they are safe until the survivors start dying. It is now up to Sam to try to find a way to prevent anyone else from dying before it is too late."
"2011-08-19",1140.47,1154.54,1122.05,1123.53,1123.53,5167560000,"^SPX","Fright Night","2011","Action, Comedy, Drama","106 min","Craig Gillespie","Marti Noxon, Tom Holland","Anton Yelchin, Colin Farrell, David Tennant","R",6.4,64,"115,859","2 wins & 8 nominations total","$18,302,607","United States, India","English, Ukrainian","A remake of the 1985 original, teenager Charley Brewster (Yelchin) guesses that his new neighbor Jerry Dandrige (Farrell) is a vampire responsible for a string of recent deaths. When no one he knows believes him, he enlists Peter Vincent (Tennant), a self proclaimed vampire killer and Las Vegas magician, to help him take down Jerry."
